CUT,TITLE,ARTIST,ALBUM,GROUP,ACTSTART,ACTDUR,DATE,
50332,Vaccination,ADPH                                                        ,                                                            ,SHORTPSA,21:39:14,0:00:31,1/22/2026,
50341,Matt Kenseth 30,                                                            ,                                                            ,SHORTPSA,21:39:45,0:00:30,1/22/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,21:40:15,0:00:05,1/22/2026,
55393,Drive Blind,Ride                                                        ,Creation Records: Internationa                              ,ALTROCK,21:40:20,0:04:42,1/22/2026,
55353,In April,Anxious                                                     ,Little Green House                                          ,ALTROCK,21:45:02,0:03:22,1/22/2026,
55332,2005,South Arcade                                                ,2005,ALTROCK,21:48:24,0:03:22,1/22/2026,
55300,Mayonnaise,Smashing Pumpkins                                           ,Siamese Dream                                               ,ALTROCK,21:51:46,0:05:46,1/22/2026,
50009,Gribble Talk ID,Rae!                                                        ,                                                            ,IDS,21:57:32,0:00:09,1/22/2026,
50757,No Question,Waxahatchee                                                 ,Out in the Storm                                            ,INDIE,21:57:41,0:03:38,1/22/2026,
50769,Point,The Districts                                               ,Popular Manipulations                                       ,INDIE,22:01:19,0:02:52,1/22/2026,
50587,Alta,Ty Segall                                                   ,Freedom's Goblin                                            ,INDIE,22:04:11,0:04:07,1/22/2026,
50727,Dillon and Her Son,The World is a Beautiful Place & I am No Longer Afraid To Di,Always Foreign                                              ,INDIE,22:08:18,0:02:24,1/22/2026,
50394,Hip Hop Block PSA,                                                            ,                                                            ,SHORTPSA,22:10:42,0:00:31,1/22/2026,
50148,Lead President PSA Long,Rae!                                                        ,                                                            ,LONGPSA,22:11:13,0:01:11,1/22/2026,
50334,Time Machine 30,                                                            ,                                                            ,SHORTPSA,22:12:24,0:00:30,1/22/2026,
50543,Wanted You,Twin Peaks                                                  ,Down in Heaven                                              ,INDIE,22:12:54,0:03:22,1/22/2026,
50643,Rorschach,Typhoon                                                     ,Offerings                                                   ,INDIE,22:16:16,0:04:17,1/22/2026,
50529,Back To You,Twerps                                                      ,Range Anxiety                                               ,INDIE,22:20:34,0:02:30,1/22/2026,
50378,ISSUEVOTER PSA 03,ISSUEVOTER AND [CASEY]                                      ,                                                            ,SHORTPSA,22:23:04,0:00:30,1/22/2026,
50141,ROCK BLOCK PSA,[CASEY]                                                     ,                                                            ,LONGPSA,22:23:34,0:01:00,1/22/2026,
50313,Don't Litter (P.A.L.S) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,22:24:34,0:00:30,1/22/2026,
50664,Dramamine,Modest Mouse                                                ,This Is A Long Drive For Someone With Nothing To Think About,INDIE,22:25:04,0:05:40,1/22/2026,
50789,Favorite,Tigers Jaw                                                  ,spin                                                        ,INDIE,22:30:44,0:02:03,1/22/2026,
50730,Skim,Torres                                                      ,Three Futures                                               ,INDIE,22:32:47,0:05:16,1/22/2026,
50530,Red Eyes,The War on Drugs                                            ,                                                            ,INDIE,22:38:03,0:04:58,1/22/2026,
50136,WEGL Youtube PSA,                                                            ,                                                            ,LONGPSA,22:43:01,0:01:01,1/22/2026,
50304,Opioid Abuse,NHHS                                                        ,                                                            ,SHORTPSA,22:44:02,0:00:30,1/22/2026,
50756,Do I Have To Talk You Into It,Spoon                                                       ,Hot Thoughts                                                ,INDIE,22:44:32,0:04:20,1/22/2026,
50795,Wabi-Sabi,tricot                                                      ,3,INDIE,22:48:52,0:03:06,1/22/2026,
50622,Cry For Judas,The Mountain Goats                                          ,Various                                                     ,INDIE,22:51:58,0:03:09,1/22/2026,
50714,George Washington,WHY?                                                        ,Moh Lhean                                                   ,INDIE,22:55:07,0:03:09,1/22/2026,
50007,Chuck SID,Charles Barkley                                             ,                                                            ,IDS,22:58:16,0:00:10,1/22/2026,
50396,Geo Club PSA,                                                            ,                                                            ,SHORTPSA,23:19:10,0:00:31,1/22/2026,
50135,Drive Electric Future Is Here AL 60,AL Clean Fuels Coalition                                    ,                                                            ,LONGPSA,23:19:41,0:01:00,1/22/2026,
50395,JAZZ BLOCK PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,23:20:41,0:00:32,1/22/2026,
50356,COVID Fall 23 Anthony,ADPH                                                        ,                                                            ,SHORTPSA,23:29:40,0:00:29,1/22/2026,
50323,Quit Smoking 30,                                                            ,                                                            ,SHORTPSA,23:30:09,0:00:31,1/22/2026,
50367,Mortgage Assist Urban 30,                                                            ,                                                            ,SHORTPSA,23:30:40,0:00:30,1/22/2026,
50316,AUAW At Work Phase II,                                                            ,                                                            ,SHORTPSA,23:31:10,0:00:30,1/22/2026,
50100,ANG Make A Difference 60,                                                            ,                                                            ,LONGPSA,23:41:06,0:01:00,1/22/2026,
50103,High School Referee 60,                                                            ,                                                            ,LONGPSA,23:42:06,0:01:00,1/22/2026,
50373,Rail Safety 30,Stamp                                                       ,ABA PEP                                                     ,SHORTPSA,0:01:31,0:00:30,1/23/2026,
50332,Vaccination,ADPH                                                        ,                                                            ,SHORTPSA,0:02:01,0:00:30,1/23/2026,
50104,Pooped (Childhood Cancer) 60,                                                            ,                                                            ,LONGPSA,0:02:31,0:01:00,1/23/2026,
50003,Dale Gribbles ID,Rae!                                                        ,                                                            ,IDS,0:03:31,0:00:10,1/23/2026,
50658,You're Dreaming,Wolf Parade                                                 ,Cry Cry Cry                                                 ,INDIE,0:03:41,0:03:37,1/23/2026,
50519,Speaking Terms,Snail Mail                                                  ,Lush                                                        ,INDIE,0:07:18,0:03:54,1/23/2026,
50614,Kyoto (Radio Edit),Phoebe Bridgers                                             ,                                                            ,INDIE,0:11:12,0:03:03,1/23/2026,
50772,Grifting,Timber Timbre                                               ,"Sincerely, Future Pollution                                 ",INDIE,0:14:15,0:04:21,1/23/2026,
50352,ADDN COVID VAX,AL Develeopmental Disabilities Network                      ,                                                            ,SHORTPSA,0:18:36,0:00:31,1/23/2026,
50131,LOCAL BLOCK PSA,[CASEY]                                                     ,                                                            ,LONGPSA,0:19:07,0:00:45,1/23/2026,
50310,SSS Bikini 30,Gov PSA                                                     ,                                                            ,SHORTPSA,0:19:52,0:00:30,1/23/2026,
50526,Heaven is a Night Drive,Suave Punk                                                  ,Heaven is a Night Drive - EP                                ,INDIE,0:20:22,0:04:37,1/23/2026,
50582,Fanny Dog,Ty Segall                                                   ,Freedom's Goblin                                            ,INDIE,0:24:59,0:03:38,1/23/2026,
50697,Go Ahead,Perfume Genius                                              ,No Shape                                                    ,INDIE,0:28:37,0:02:52,1/23/2026,
50351,ADPH All Kids,ADPH                                                        ,                                                            ,SHORTPSA,0:31:29,0:00:30,1/23/2026,
50118,Rockstar 60,                                                            ,                                                            ,LONGPSA,0:31:59,0:00:59,1/23/2026,
50305,PetersonFarm,811,                                                            ,SHORTPSA,0:32:58,0:00:30,1/23/2026,
50678,Exhumed,Zola Jesus                                                  ,Okovi                                                       ,INDIE,0:33:28,0:03:42,1/23/2026,
50809,Tour,The Courtneys                                               ,The Courtneys II                                            ,INDIE,0:37:10,0:03:52,1/23/2026,
50671,The Sun,Tigers Jaw                                                  ,Tigers Jaw                                                  ,INDIE,0:41:02,0:03:45,1/23/2026,
50735,Second Sleep,The New Pornographers                                       ,Whiteout Conditions                                         ,INDIE,0:44:47,0:03:13,1/23/2026,
50144,KHARI LEE SESSIONS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,0:48:00,0:00:48,1/23/2026,
50323,Quit Smoking 30,                                                            ,                                                            ,SHORTPSA,0:48:48,0:00:30,1/23/2026,
50718,Martin,Car Seat Headrest                                           ,Making a Door Less Open [Explicit]                          ,INDIE,0:49:18,0:03:25,1/23/2026,
50551,Romance,Wild Flag                                                   ,Wild Flag (Bonus Track Version)                             ,INDIE,0:52:43,0:03:48,1/23/2026,
50794,DeDeDe,tricot                                                      ,3,INDIE,0:56:31,0:03:28,1/23/2026,
50023,Krab Borg SID,Eugene Krabs                                                ,                                                            ,IDS,0:59:59,0:00:20,1/23/2026,
50851,Everyday is a New,Touchy Feely                                                ,                                                            ,INDIE,1:00:19,0:02:57,1/23/2026,
50798,We Do It Different On The West Coast,The Mountain Goats                                          ,Goths                                                       ,INDIE,1:03:16,0:05:17,1/23/2026,
50594,Now As Then,Tune-Yards                                                  ,I can feel you creep into my private life                   ,INDIE,1:08:33,0:03:51,1/23/2026,
50663,Velvet 4 Sale,US Girls                                                    ,In A Poem Unlimited                                         ,INDIE,1:12:24,0:03:43,1/23/2026,
50344,Indoor Baseball 30,                                                            ,                                                            ,SHORTPSA,1:16:07,0:00:30,1/23/2026,
50100,ANG Make A Difference 60,                                                            ,                                                            ,LONGPSA,1:16:37,0:01:00,1/23/2026,
50391,All In One Tix Mainstream,AL Tourism Department                                       ,                                                            ,SHORTPSA,1:17:37,0:00:30,1/23/2026,
50655,Can I Sit Next To You,Spoon                                                       ,Hot Thoughts                                                ,INDIE,1:18:08,0:03:54,1/23/2026,
50503,Sunflower,Vampire Weekend                                             ,                                                            ,INDIE,1:22:02,0:02:16,1/23/2026,
50509,Sedona,Houndmouth                                                  ,                                                            ,INDIE,1:24:18,0:03:59,1/23/2026,
50317,Compact Discourse 1 30s,                                                            ,                                                            ,SHORTPSA,1:28:17,0:00:30,1/23/2026,
50126,Just in Case opioid crisis,Gov PSA                                                     ,                                                            ,LONGPSA,1:28:47,0:01:00,1/23/2026,
50326,Buzzed Driving (Online Dating) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,1:29:47,0:00:30,1/23/2026,
50755,Hear You,Waxahatchee                                                 ,Out in the Storm                                            ,INDIE,1:30:17,0:03:00,1/23/2026,
50605,You Are Here,Yo La Tengo                                                 ,There's a Riot Going On                                     ,INDIE,1:33:17,0:05:42,1/23/2026,
50610,Fear The Future,St. Vincent                                                 ,MASSEDUCTION                                                ,INDIE,1:38:59,0:02:29,1/23/2026,
50556,King of Carrot Flowers Pt. 1,Neutral Milk Hotel                                          ,In The Aeroplane Over The Sea                               ,INDIE,1:41:28,0:02:00,1/23/2026,
50117,Gift to Future Me 60 (Financial Literacy),                                                            ,                                                            ,LONGPSA,1:43:28,0:01:00,1/23/2026,
50345,Know It All Test 30,                                                            ,                                                            ,SHORTPSA,1:44:28,0:00:30,1/23/2026,
50581,Still Waking Up,Tim Darcy                                                   ,Saturday Night                                              ,INDIE,1:44:58,0:02:24,1/23/2026,
50542,I Dreamt We Spoke Again,Death Cab for Cutie                                         ,Thank You for Today                                         ,INDIE,1:47:22,0:03:03,1/23/2026,
50856,say i'm ur love,UMI                                                         ,Forest in the City                                          ,INDIE,1:50:25,0:02:31,1/23/2026,
50621,Part III,Crumb                                                       ,Jinx                                                        ,INDIE,1:52:56,0:03:41,1/23/2026,
50063,Simpsons ID 2,Jack Mosier                                                 ,                                                            ,IDS,1:56:37,0:00:17,1/23/2026,
50659,Valley Boy,Wolf Parade                                                 ,Cry Cry Cry                                                 ,INDIE,1:56:54,0:03:37,1/23/2026,
50778,The Studio,The I.L.Y's                                                 ,Bodyguard                                                   ,INDIE,2:00:31,0:03:29,1/23/2026,
50625,Glory,Wye Oak                                                     ,Merge Records Fall Sampler 2014                             ,INDIE,2:04:00,0:04:50,1/23/2026,
50682,The Possibility,Worriers                                                    ,Survival Pop                                                ,INDIE,2:08:50,0:03:06,1/23/2026,
50388,Auburn Veteran's Resource Center PSA,                                                            ,                                                            ,SHORTPSA,2:11:56,0:00:36,1/23/2026,
50130,ASC Get Rich 60,                                                            ,                                                            ,LONGPSA,2:12:32,0:01:00,1/23/2026,
50365,ANG Make A Difference,Region 4                                                    ,                                                            ,SHORTPSA,2:13:32,0:00:30,1/23/2026,
50527,$20 ,boygenius                                                   ,the record [Explicit]                                       ,INDIE,2:14:02,0:03:18,1/23/2026,
50567,Discipline,B Boys                                                      ,Dada                                                        ,INDIE,2:17:20,0:03:31,1/23/2026,
50676,Glide,The Dream Syndicate                                         ,How Did I Find Myself Here?                                 ,INDIE,2:20:51,0:06:22,1/23/2026,
50384,Compact Discourse 2 30s,                                                            ,                                                            ,SHORTPSA,2:27:13,0:00:31,1/23/2026,
50129,Beat Drop/WWEGL Joint PSA,L Hurston                                                   ,                                                            ,LONGPSA,2:27:44,0:01:04,1/23/2026,
50383,ALW Skill UP,                                                            ,                                                            ,SHORTPSA,2:28:48,0:00:30,1/23/2026,
50693,Wiseblood,Zola Jesus                                                  ,Okovi                                                       ,INDIE,2:29:18,0:04:37,1/23/2026,
50630,Tinseltown Swimming in Blood,Destroyer                                                   ,ken                                                         ,INDIE,2:33:55,0:04:45,1/23/2026,
50791,June,Tigers Jaw                                                  ,spin                                                        ,INDIE,2:38:40,0:03:24,1/23/2026,
50733,Play Money,The New Pornographers                                       ,Whiteout Conditions                                         ,INDIE,2:42:04,0:04:37,1/23/2026,
50141,ROCK BLOCK PSA,[CASEY]                                                     ,                                                            ,LONGPSA,2:46:41,0:01:00,1/23/2026,
50307,DHR Coach Bruce Pearl Adoption,DHR                                                         ,                                                            ,SHORTPSA,2:47:41,0:00:30,1/23/2026,
50815,Memories,The Coathangers                                             ,                                                            ,INDIE,2:48:11,0:02:45,1/23/2026,
50545,Kahlil Gibran,STRFKR                                                      ,Miracle Mile                                                ,INDIE,2:50:57,0:03:56,1/23/2026,
50690,The Dream,Widowspeak                                                  ,Expect The Best                                             ,INDIE,2:54:53,0:04:19,1/23/2026,
50058,WEGL Golden SID,                                                            ,                                                            ,IDS,2:59:12,0:00:05,1/23/2026,
50324,Stroke Awareness (Party) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,3:11:49,0:00:30,1/23/2026,
50103,High School Referee 60,                                                            ,                                                            ,LONGPSA,3:12:19,0:01:00,1/23/2026,
50311,Multiple Sclerosis 30,                                                            ,                                                            ,SHORTPSA,3:13:19,0:00:32,1/23/2026,
50257,LAWN DOG SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,3:29:47,0:00:27,1/23/2026,
50113,LEAD Rolling Hills - First 56,Rae!                                                        ,                                                            ,LONGPSA,3:30:14,0:01:00,1/23/2026,
50300,811CBYD,811,                                                            ,SHORTPSA,3:31:14,0:00:30,1/23/2026,
50339,Call A Friend,VA                                                          ,                                                            ,SHORTPSA,3:45:32,0:00:30,1/23/2026,
50136,WEGL Youtube PSA,                                                            ,                                                            ,LONGPSA,3:46:02,0:01:00,1/23/2026,
50381,STD Testing,                                                            ,                                                            ,SHORTPSA,3:47:03,0:00:30,1/23/2026,
50052,Serenity Now SID,Frank Costanza                                              ,                                                            ,IDS,3:58:33,0:00:16,1/23/2026,
50336,Terry Crews 30,                                                            ,                                                            ,SHORTPSA,4:12:06,0:00:30,1/23/2026,
50114,CDC Tips1 Cessation Radio 60 psa,                                                            ,                                                            ,LONGPSA,4:12:36,0:01:00,1/23/2026,
50399,CDCZika-KeepStopping-30-English(1),                                                            ,                                                            ,SHORTPSA,4:13:36,0:00:30,1/23/2026,
50325,Kids' Oral Health (Manners) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,4:28:58,0:00:30,1/23/2026,
50108,Multiple Sclerosis 60,                                                            ,                                                            ,LONGPSA,4:29:28,0:01:02,1/23/2026,
50354,ADHR Elder Neglect,Adult Protective Services                                   ,                                                            ,SHORTPSA,4:30:30,0:00:30,1/23/2026,
50320,SSS Letters (Oh No) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,4:42:03,0:00:30,1/23/2026,
50138,Coming Around,ALClean Fuels Coalition                                     ,                                                            ,LONGPSA,4:42:33,0:00:59,1/23/2026,
50356,COVID Fall 23 Anthony,ADPH                                                        ,                                                            ,SHORTPSA,4:43:32,0:00:30,1/23/2026,
50025,GRAVITY ID,[CASEY]                                                     ,                                                            ,IDS,5:04:41,0:00:09,1/23/2026,
50342,This Is Why 30,                                                            ,                                                            ,SHORTPSA,5:29:26,0:00:30,1/23/2026,
50143,MADLIBS SPRING 25,MADLIBS and Wax Villain                                     ,                                                            ,LONGPSA,5:29:56,0:00:58,1/23/2026,
50302,NEW Sound Psa Short,Rae!                                                        ,                                                            ,SHORTPSA,5:30:54,0:00:21,1/23/2026,
47849,ADPH COVID Fall 23 Jeremy,                                                            ,                                                            ,SHORTPSA,5:44:55,0:00:30,1/23/2026,
50106,ALDOT Winter Weather,                                                            ,                                                            ,LONGPSA,5:45:25,0:01:00,1/23/2026,
50400,CDCZika-WomanDoctor-30-Spanish(1),                                                            ,                                                            ,SHORTPSA,5:46:25,0:00:30,1/23/2026,
50014,J Jonah Jameson SID,J. Jonah Jameson                                            ,                                                            ,IDS,6:07:32,0:00:11,1/23/2026,
50385,WEGL SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,6:21:01,0:00:29,1/23/2026,
50102,Feed the Pig (Overboard) 60,Gov PSA                                                     ,                                                            ,LONGPSA,6:21:30,0:01:00,1/23/2026,
50312,St. Jude Finding Family Broadcast 30,                                                            ,                                                            ,SHORTPSA,6:22:30,0:00:30,1/23/2026,
50348,AL Workforce,                                                            ,                                                            ,SHORTPSA,6:45:02,0:00:30,1/23/2026,
50111,Learning & Attention Issues (Siri) 60,Gov PSA                                                     ,                                                            ,LONGPSA,6:45:32,0:01:00,1/23/2026,
50363,Mortgage Assist Mainstream 30,                                                            ,                                                            ,SHORTPSA,6:46:32,0:00:30,1/23/2026,
50042,Drumroll SID,Unknown artist                                              ,Unknown album (10/22/2020 8:55:57 AM)                       ,IDS,7:00:06,0:00:06,1/23/2026,
76539,Mercy Mercy Me (The Ecology),Marvin Gaye                                                 ,What's Going On                                             ,RANDB,7:00:12,0:03:13,1/23/2026,
76914,Living For The City,Stevie Wonder                                               ,Innervisions                                                ,RANDB,7:03:25,0:07:22,1/23/2026,
76507,Pink + White,Frank Ocean                                                 ,                                                            ,RANDB,7:10:47,0:03:04,1/23/2026,
76884,Come Down,Anderson .Paak                                              ,Malibu                                                      ,RANDB,7:13:51,0:02:49,1/23/2026,
50343,Tickle Fight 30,                                                            ,                                                            ,SHORTPSA,7:16:40,0:00:30,1/23/2026,
50373,Rail Safety 30,Stamp                                                       ,ABA PEP                                                     ,SHORTPSA,7:17:10,0:00:30,1/23/2026,
50134,Compact Discourse 1 60s,                                                            ,                                                            ,LONGPSA,7:17:40,0:01:04,1/23/2026,
76632,Floods,Lucky Daye                                                  ,Painted                                                     ,RANDB,7:18:44,0:05:23,1/23/2026,
76883,Room In Here,"Anderson .Paak, The Game, & Sonyae Elise                    ",Malibu                                                      ,RANDB,7:24:07,0:03:58,1/23/2026,
76601,There Goes My Baby,Charlie Wilson                                              ,Uncle Charlie                                               ,RANDB,7:28:05,0:03:28,1/23/2026,
76843,Weird Fishes,Lianne La Havas                                             ,Lianne La Havas                                             ,RANDB,7:31:33,0:05:54,1/23/2026,
50142,Rental Assistance Mainstream,AL Housing                                                  ,                                                            ,LONGPSA,7:37:27,0:01:00,1/23/2026,
50120,Short Shorts 60,                                                            ,                                                            ,LONGPSA,7:38:27,0:01:00,1/23/2026,
76923,Nothing Can Come Between Us,Sade                                                        ,Stronger Than Pride                                         ,RANDB,7:39:27,0:04:20,1/23/2026,
76522,A Cappella,Daniel Caesar                                               ,Pilgrim's Paradise - EP                                     ,RANDB,7:43:47,0:01:28,1/23/2026,
76651,Show Me Something (feat. Bas),Malik Moses                                                 ,                                                            ,RANDB,7:45:15,0:03:16,1/23/2026,
76664,Battlecry (feat. Shing02),Nujabes                                                     ,                                                            ,RANDB,7:48:31,0:03:17,1/23/2026,
50140,LEAD Tiger Roar Long PSA,RAE!                                                        ,                                                            ,LONGPSA,7:51:48,0:00:59,1/23/2026,
50318,Choose Adoption 30,Gov PSA                                                     ,                                                            ,SHORTPSA,7:52:47,0:00:30,1/23/2026,
50306,Sunscreen,FDA                                                         ,                                                            ,SHORTPSA,7:53:17,0:00:30,1/23/2026,
76778,The Makings of You,Curtis Mayfield                                             ,Curtis (Expanded Edition)                                   ,RANDB,7:53:47,0:03:40,1/23/2026,
76771,Tha Divorce Song (feat. James Debarge),DJ Quik                                                     ,                                                            ,RANDB,7:57:27,0:04:32,1/23/2026,
50069,Nardwuar ID,Nardwuar                                                    ,                                                            ,IDS,8:01:59,0:00:21,1/23/2026,
76885,Playa Playa,D'Angelo                                                    ,Voodoo                                                      ,RANDB,8:02:20,0:07:06,1/23/2026,
76779,"You're My Latest, My Greatest Inspiration",Teddy Pendergrass                                           ,It's Time for Love                                          ,RANDB,8:09:26,0:05:20,1/23/2026,
76794,Die Without You,Brandy                                                      ,Full Moon                                                   ,RANDB,8:14:46,0:03:55,1/23/2026,
76868,Apathy,Lunar Parque                                                ,-single-                                                    ,RANDB,8:18:41,0:04:06,1/23/2026,
50346,ADE Break for a Plate,                                                            ,                                                            ,SHORTPSA,8:22:47,0:00:30,1/23/2026,
50392,Coming Around,AL Clean Fuels Coalition                                    ,                                                            ,SHORTPSA,8:23:17,0:00:29,1/23/2026,
50145,LEAD Pizza Long PSA,RAE!                                                        ,                                                            ,LONGPSA,8:23:46,0:01:12,1/23/2026,
76800,Nightrider (ft. Freddie Gibbs),Tom Misch & Yussef Dayes                                    ,What Kinda Music                                            ,RANDB,8:24:58,0:05:05,1/23/2026,
76759,Wish That You Were Mine,The Manhattans                                              ,Kiss and Say Goodbye: The Best of The Manhattans            ,RANDB,8:30:03,0:04:16,1/23/2026,
76729,Sunshine (feat. Fousheé),Steve Lacy                                                  ,Gemini Rights                                               ,RANDB,8:34:19,0:04:52,1/23/2026,
76650,(No One Knows Me) Like the Piano,Sampha                                                      ,Process                                                     ,RANDB,8:39:11,0:03:33,1/23/2026,
50137,Mortgage Assist Mainstream 60,                                                            ,                                                            ,LONGPSA,8:42:44,0:01:00,1/23/2026,
50112,All Kids 2023,ADPH                                                        ,                                                            ,LONGPSA,8:43:44,0:01:00,1/23/2026,
76699,Reach Out (I'll Be There),The Four Tops                                               ,Greatest Hits                                               ,RANDB,8:44:44,0:02:58,1/23/2026,
76549,"Footsteps in the Dark, Pts. 1 & 2",The Isley Brothers                                          ,Go for Your Guns                                            ,RANDB,8:47:42,0:05:05,1/23/2026,
76718,Last Dance,Montell Fish                                                ,JAMIE                                                       ,RANDB,8:52:47,0:03:09,1/23/2026,
76859,Give It Up 2 Me,Ojerime                                                     ,Give It Up 2 Me - Single                                    ,RANDB,8:55:56,0:02:53,1/23/2026,
50004,DJ 3000 ID,Rae!                                                        ,                                                            ,IDS,8:58:49,0:00:15,1/23/2026,
07879,WeSpoke_Ep12_AlexShotts_A,                                                            ,                                                            ,DJS,8:59:04,0:15:34,1/23/2026,
50309,Funky Chicken 30,Gov PSA                                                     ,                                                            ,SHORTPSA,9:14:38,0:00:30,1/23/2026,
50395,JAZZ BLOCK PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,9:15:08,0:00:32,1/23/2026,
50120,Short Shorts 60,                                                            ,                                                            ,LONGPSA,9:15:40,0:01:01,1/23/2026,
07880,WeSpoke_Ep12_AlexShotts_B,                                                            ,                                                            ,DJS,9:16:41,0:15:23,1/23/2026,
50129,Beat Drop/WWEGL Joint PSA,L Hurston                                                   ,                                                            ,LONGPSA,9:32:04,0:01:03,1/23/2026,
50112,All Kids 2023,ADPH                                                        ,                                                            ,LONGPSA,9:33:07,0:01:01,1/23/2026,
07881,WeSpoke_Ep12_AlexShotts_C,                                                            ,                                                            ,DJS,9:34:08,0:10:11,1/23/2026,
50142,Rental Assistance Mainstream,AL Housing                                                  ,                                                            ,LONGPSA,9:44:19,0:01:00,1/23/2026,
50322,Stay Sharp (Marcia Gay Harden) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,9:45:19,0:00:33,1/23/2026,
50301,811CBYD2,811,                                                            ,SHORTPSA,9:45:52,0:00:30,1/23/2026,
07882,WeSpoke_Ep12_AlexShotts_D,                                                            ,                                                            ,DJS,9:46:22,0:11:13,1/23/2026,
47858,CliffBoothID,                                                            ,                                                            ,IDS,9:57:35,0:00:14,1/23/2026,
76769,I'm Not a Gambler,The Chi-Lites                                               ,Half a Love (Bonus Tracks Edition)                          ,RANDB,9:57:49,0:03:54,1/23/2026,
76825,Mnemophobia,Brainstory                                                  ,Buck                                                        ,RANDB,10:01:43,0:02:47,1/23/2026,
76846,Afro Blue (feat. Erykah Badu),Robert Glasper Experiment                                   ,Black Radio                                                 ,RANDB,10:04:30,0:05:07,1/23/2026,
76696,Upside Down,Diana Ross                                                  ,The Motown Anthology (Disc 2)                               ,RANDB,10:09:37,0:03:36,1/23/2026,
50328,Firearm Storage Safety 30,Gov PSA                                                     ,                                                            ,SHORTPSA,10:13:13,0:00:31,1/23/2026,
50377,ALW Work Safe 30,                                                            ,                                                            ,SHORTPSA,10:13:44,0:00:30,1/23/2026,
50144,KHARI LEE SESSIONS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,10:14:14,0:00:48,1/23/2026,
76810,Fly Me to the Moon (In Other Words),Bobby Womack                                                ,Fly Me to the Moon                                          ,RANDB,10:15:02,0:02:05,1/23/2026,
76849,Anabell,Mk.gee                                                      ,Pronounced McGee                                            ,RANDB,10:17:08,0:03:25,1/23/2026,
76762,Now That I Have You,Tommy McGee                                                 ,Now That I Have You / Stay with Me - Single                 ,RANDB,10:20:33,0:05:35,1/23/2026,
76899,4 Leaf Clover,Erykah Badu                                                 ,                                                            ,RANDB,10:26:08,0:04:34,1/23/2026,
50101,Breakup (Adoption) 60,                                                            ,                                                            ,LONGPSA,10:30:42,0:01:00,1/23/2026,
50118,Rockstar 60,                                                            ,                                                            ,LONGPSA,10:31:42,0:00:59,1/23/2026,
76693,Sweet Thing,Mary J. Blige                                               ,What's the 411?                                             ,RANDB,10:32:41,0:03:42,1/23/2026,
76878,The Waters,Anderson .Paak & BJ the Chicago Kid                         ,Malibu                                                      ,RANDB,10:36:23,0:02:54,1/23/2026,
76534,Superfly (Single Mix),Curtis Mayfield                                             ,Superfly (Soundtrack from the Motion Picture) [Deluxe 25th A,RANDB,10:39:17,0:03:07,1/23/2026,
76743,Portra 400,Arlo Parks                                                  ,Collapsed in Sunbeams (Deluxe)                              ,RANDB,10:42:24,0:02:54,1/23/2026,
50104,Pooped (Childhood Cancer) 60,                                                            ,                                                            ,LONGPSA,10:45:18,0:01:00,1/23/2026,
50364,ANG Be First,                                                            ,                                                            ,SHORTPSA,10:46:18,0:00:30,1/23/2026,
50366,DHR Adoption,                                                            ,                                                            ,SHORTPSA,10:46:48,0:00:30,1/23/2026,
76619,(At Your Best) You Are Love,The Isley Brothers                                          ,Love Songs                                                  ,RANDB,10:47:18,0:05:20,1/23/2026,
76589,It's a Shame,The Spinners                                                ,2nd Time Around                                             ,RANDB,10:52:38,0:03:10,1/23/2026,
76547,Hollywood Swinging (Single Version),Kool & The Gang                                             ,Wild and Peaceful                                           ,RANDB,10:55:48,0:04:35,1/23/2026,
50032,Dry Chicken SID,Fillmore                                                    ,                                                            ,IDS,11:00:23,0:00:15,1/23/2026,
50757,No Question,Waxahatchee                                                 ,Out in the Storm                                            ,INDIE,11:00:38,0:03:38,1/23/2026,
50769,Point,The Districts                                               ,Popular Manipulations                                       ,INDIE,11:04:16,0:02:52,1/23/2026,
50587,Alta,Ty Segall                                                   ,Freedom's Goblin                                            ,INDIE,11:07:08,0:04:06,1/23/2026,
50727,Dillon and Her Son,The World is a Beautiful Place & I am No Longer Afraid To Di,Always Foreign                                              ,INDIE,11:11:14,0:02:25,1/23/2026,
50319,ALDOT Drive Seatbelts EMT,                                                            ,                                                            ,SHORTPSA,11:13:39,0:00:30,1/23/2026,
50131,LOCAL BLOCK PSA,[CASEY]                                                     ,                                                            ,LONGPSA,11:14:09,0:00:45,1/23/2026,
50398,ISSUEVOTER PSA 01,ISSUEVOTER AND [CASEY]                                      ,                                                            ,SHORTPSA,11:14:54,0:00:30,1/23/2026,
50543,Wanted You,Twin Peaks                                                  ,Down in Heaven                                              ,INDIE,11:15:24,0:03:23,1/23/2026,
